product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,stock,sold_quantity,profit_margin_pct,is_organic,demand_index,delivery_status
Aavin Fresh Dairy 748,Dairy,Aavin,222.09,25,166.57,4.5,267,53,Mumbai,133,234,16.8,FALSE,63,Delayed
FreshFarm Original Fruits 804,Fruits & Vegetables,FreshFarm,156.48,0,156.48,4,131,24,Hyderabad,136,37,6.3,FALSE,18,Delayed
Britannia Fresh Bakery 886,Bakery,Britannia,414.85,5,394.11,4.2,227,19,Chennai,124,121,27.3,FALSE,54,On-Time
Aashirvaad Daily Grocery 706,Grocery,Aashirvaad,368.52,30,257.96,3.2,398,25,Hyderabad,127,84,11.1,TRUE,35,On-Time
Patanjali Daily Grocery 796,Grocery,Patanjali,95.09,5,90.34,5,502,28,Chennai,124,10,13.7,TRUE,40,On-Time
Britannia Lite Snacks 121,Snacks,Britannia,113.23,15,96.25,4.4,408,30,Chennai,86,5,20.2,TRUE,13,On-Time
Harpic Fresh Household 480,Household,Harpic,428.58,10,385.72,4,205,24,Hyderabad,130,62,10.7,FALSE,31,On-Time
Nivea Family Pack Personal 502,Personal Care,Nivea,84.34,10,75.91,4.2,383,24,Kolkata,112,31,24.1,FALSE,39,On-Time
Fortune Organic Grocery 280,Grocery,Fortune,471.9,5,448.3,4.3,437,23,Kolkata,76,106,29.4,FALSE,30,On-Time
DailyGreens Lite Fruits 299,Fruits & Vegetables,DailyGreens,255.29,20,204.23,4.6,61,28,Delhi,119,68,32.2,FALSE,17,Delayed
Patanjali Original Grocery 870,Grocery,Patanjali,183.59,25,137.69,4.1,361,41,Lucknow,125,201,33.9,FALSE,60,On-Time
Harpic Organic Household 834,Household,Harpic,354.05,20,283.24,4.4,424,34,Lucknow,122,68,16.5,FALSE,23,Delayed
Fortune Original Grocery 286,Grocery,Fortune,342.81,15,291.39,4.5,223,31,Bengaluru,93,113,36.1,FALSE,55,On-Time
Gowardhan Family Pack Dairy 56,Dairy,Gowardhan,113.69,0,113.69,4.4,272,18,Pune,120,37,33.8,FALSE,23,On-Time
DailyGreens Lite Fruits 791,Fruits & Vegetables,DailyGreens,285.43,0,285.43,3.5,167,21,Ahmedabad,126,105,36.7,FALSE,41,On-Time
Britannia Premium Bakery 316,Bakery,Britannia,73.37,10,66.03,4.2,101,24,Chennai,97,390,25.4,FALSE,97,On-Time
Aavin Fresh Dairy 715,Dairy,Aavin,242.06,5,229.96,4.5,73,22,Delhi,164,210,39.8,TRUE,66,On-Time
Lay's Organic Snacks 835,Snacks,Lay's,31.4,10,28.26,4.2,282,30,Bengaluru,123,86,36.5,TRUE,47,On-Time
DailyGreens Fresh Fruits 127,Fruits & Vegetables,DailyGreens,27.72,5,26.33,5,175,22,Kolkata,115,80,7.7,TRUE,17,On-Time
P&G Lite Personal 892,Personal Care,P&G,780.28,30,546.2,4.4,152,41,Mumbai,112,311,19.6,FALSE,90,Delayed
Lizol Family Pack Household 496,Household,Lizol,936.09,20,748.87,4.8,514,30,Jaipur,89,60,34.5,TRUE,29,On-Time
P&G Family Pack Personal 921,Personal Care,P&G,675.51,10,607.96,3.4,87,24,Bengaluru,104,427,38.1,FALSE,92,On-Time
Parle Fresh Snacks 787,Snacks,Parle,256.4,0,256.4,3.7,459,29,Ahmedabad,131,359,17.5,FALSE,94,On-Time
Britannia Daily Snacks 534,Snacks,Britannia,42.93,15,36.49,5,358,35,Lucknow,118,80,19.1,FALSE,37,On-Time
Britannia Classic Snacks 810,Snacks,Britannia,48.86,0,48.86,4.5,385,36,Bengaluru,85,1,20.3,FALSE,29,On-Time
Surf Excel Original Household 330,Household,Surf Excel,908.95,5,863.5,5,48,25,Delhi,101,197,14,FALSE,67,On-Time
Modern Original Bakery 102,Bakery,Modern,240.39,30,168.27,3.2,139,29,Ahmedabad,125,34,17.1,FALSE,13,Delayed
Fortune Classic Grocery 621,Grocery,Fortune,450.46,10,405.41,3.7,427,27,Hyderabad,95,25,8.1,FALSE,6,On-Time
DailyGreens Premium Fruits 674,Fruits & Vegetables,DailyGreens,57.05,10,51.34,3.9,241,22,Mumbai,125,277,7.9,TRUE,76,On-Time
BakeHouse Family Pack Bakery 348,Bakery,BakeHouse,439.32,25,329.49,4.1,131,25,Kolkata,132,117,22,FALSE,22,On-Time
Lay's Classic Snacks 607,Snacks,Lay's,189.29,5,179.83,5,137,26,Bengaluru,125,204,23.6,TRUE,70,On-Time
BakeHouse Organic Bakery 766,Bakery,BakeHouse,71.44,5,67.87,3.4,126,23,Pune,111,40,16.5,TRUE,5,On-Time
Parle Organic Snacks 640,Snacks,Parle,44.73,20,35.78,5,156,33,Bengaluru,113,556,31.1,FALSE,100,On-Time
P&G Original Personal 387,Personal Care,P&G,362.38,0,362.38,3.8,182,21,Ahmedabad,124,50,13.3,TRUE,19,Delayed
FreshFarm Family Pack Fruits 473,Fruits & Vegetables,FreshFarm,49.7,0,49.7,3.9,28,24,Kolkata,97,175,39.4,FALSE,50,On-Time
Lizol Family Pack Household 174,Household,Lizol,156.44,5,148.62,3.9,21,37,Jaipur,129,506,14.8,TRUE,100,Delayed
Britannia Original Bakery 560,Bakery,Britannia,389.36,0,389.36,3.8,236,11,Pune,118,28,25.3,FALSE,21,On-Time
Coca-Cola Organic Beverages 841,Beverages,Coca-Cola,66.71,10,60.04,3.9,454,24,Hyderabad,127,31,28.9,FALSE,22,On-Time
Britannia Family Pack Bakery 601,Bakery,Britannia,384.91,10,346.42,3,155,21,Chennai,131,55,11.3,FALSE,11,On-Time
FreshFarm Daily Fruits 812,Fruits & Vegetables,FreshFarm,35.93,15,30.54,4.8,132,25,Hyderabad,130,40,33.5,FALSE,22,On-Time
Patanjali Classic Grocery 588,Grocery,Patanjali,339.29,10,305.36,4.6,523,28,Ahmedabad,135,98,15.5,FALSE,13,On-Time
Aashirvaad Lite Grocery 374,Grocery,Aashirvaad,378.85,10,340.97,4.4,376,28,Ahmedabad,83,67,37.9,FALSE,30,On-Time
Patanjali Original Grocery 760,Grocery,Patanjali,321.3,5,305.24,4.4,245,22,Delhi,101,35,15.9,FALSE,25,On-Time
Pepsi Original Beverages 130,Beverages,Pepsi,98.24,15,83.5,4.2,439,21,Hyderabad,135,393,10.2,FALSE,86,On-Time
Modern Original Bakery 125,Bakery,Modern,130.04,15,110.53,4.6,201,34,Chennai,100,41,36.8,FALSE,19,On-Time
Britannia Fresh Bakery 440,Bakery,Britannia,300.03,5,285.03,4.5,158,25,Chennai,100,43,35.5,FALSE,24,On-Time
Gowardhan Organic Dairy 844,Dairy,Gowardhan,235.74,10,212.17,4.4,521,28,Kolkata,120,1,30.8,FALSE,33,On-Time
Tata Organic Grocery 857,Grocery,Tata,468.5,25,351.38,3.7,559,24,Delhi,113,126,19,TRUE,37,On-Time
Dove Original Personal 313,Personal Care,Dove,72.17,5,68.56,3.7,180,12,Pune,150,390,20.8,TRUE,76,On-Time
DailyGreens Classic Fruits 859,Fruits & Vegetables,DailyGreens,97.6,10,87.84,4.1,152,23,Delhi,112,362,27.1,FALSE,64,Delayed
Fortune Family Pack Grocery 75,Grocery,Fortune,26.29,15,22.35,4.1,343,28,Lucknow,140,82,36.4,TRUE,34,On-Time
Aavin Family Pack Dairy 168,Dairy,Aavin,83.08,0,83.08,4.2,131,23,Kolkata,71,408,20.4,FALSE,67,On-Time
BakeHouse Lite Bakery 336,Bakery,BakeHouse,212.37,10,191.13,4,156,23,Chennai,127,324,19.3,FALSE,61,Delayed
P&G Lite Personal 332,Personal Care,P&G,49.55,0,49.55,4.7,50,37,Mumbai,77,214,11.2,TRUE,58,On-Time
ITC Fresh Snacks 386,Snacks,ITC,199.3,0,199.3,4.1,512,25,Bengaluru,91,446,12.2,FALSE,90,On-Time
Aavin Fresh Dairy 652,Dairy,Aavin,101.56,20,81.25,4.4,226,17,Delhi,109,13,18.3,FALSE,8,On-Time
Patanjali Fresh Grocery 679,Grocery,Patanjali,303.34,5,288.17,3.6,102,45,Lucknow,107,345,33,TRUE,74,On-Time
Britannia Classic Bakery 379,Bakery,Britannia,224.1,0,224.1,4.4,230,17,Bengaluru,81,6,14.5,FALSE,16,On-Time
Fortune Lite Grocery 512,Grocery,Fortune,28.83,25,21.62,4.3,498,21,Kolkata,102,35,5.4,FALSE,25,On-Time
Tropicana Classic Beverages 143,Beverages,Tropicana,60.86,25,45.64,4.3,513,35,Mumbai,111,176,18.4,FALSE,56,On-Time
Patanjali Daily Grocery 944,Grocery,Patanjali,269.08,0,269.08,4.5,366,19,Hyderabad,86,4,17.4,FALSE,7,On-Time
Aashirvaad Daily Grocery 167,Grocery,Aashirvaad,365.14,5,346.88,3.7,491,37,Pune,111,68,6.8,TRUE,5,Delayed
Dove Premium Personal 235,Personal Care,Dove,412.2,10,370.98,4.8,44,28,Jaipur,89,496,20.2,TRUE,100,On-Time
Dettol Classic Household 954,Household,Dettol,284.08,20,227.26,4.5,36,33,Bengaluru,130,2,24,TRUE,13,On-Time
Harpic Classic Household 403,Household,Harpic,879.3,15,747.4,4.5,198,36,Mumbai,134,28,39.6,FALSE,20,On-Time
Mother Dairy Organic Dairy 266,Dairy,Mother Dairy,238.25,0,238.25,4.4,426,29,Bengaluru,100,266,39,TRUE,65,On-Time
P&G Lite Personal 932,Personal Care,P&G,757.09,10,681.38,4.2,217,25,Delhi,91,10,9.2,TRUE,19,On-Time
Patanjali Premium Grocery 382,Grocery,Patanjali,56.94,15,48.4,4.8,112,27,Jaipur,128,102,26.9,FALSE,48,On-Time
Patanjali Organic Grocery 813,Grocery,Patanjali,445.27,10,400.74,4.2,402,33,Kolkata,125,123,27,TRUE,11,Delayed
Pepsi Classic Beverages 199,Beverages,Pepsi,307.68,30,215.38,4,192,35,Kolkata,124,154,15.1,TRUE,32,On-Time
Dove Original Personal 500,Personal Care,Dove,258.16,0,258.16,4.2,53,31,Ahmedabad,125,175,35.8,FALSE,38,On-Time
Amul Daily Dairy 901,Dairy,Amul,238.39,10,214.55,3.6,520,32,Mumbai,139,2,11.2,TRUE,7,Delayed
Gowardhan Fresh Dairy 379,Dairy,Gowardhan,86.3,0,86.3,3.9,333,37,Ahmedabad,79,73,10.4,FALSE,34,On-Time
Lay's Family Pack Snacks 586,Snacks,Lay's,246.59,0,246.59,4.3,354,23,Jaipur,105,145,9.5,FALSE,47,On-Time
P&G Daily Personal 146,Personal Care,P&G,714.34,25,535.75,4.3,221,26,Hyderabad,97,2,14.1,FALSE,0,On-Time
FreshFarm Classic Fruits 367,Fruits & Vegetables,FreshFarm,292.13,10,262.92,3.9,285,25,Hyderabad,130,380,17.2,FALSE,88,On-Time
Aavin Organic Dairy 234,Dairy,Aavin,182.38,10,164.14,4.5,248,23,Chennai,96,260,34.3,FALSE,74,On-Time
Aavin Original Dairy 661,Dairy,Aavin,186.47,15,158.5,4.9,224,31,Bengaluru,103,38,31,FALSE,18,On-Time
BakeHouse Organic Bakery 820,Bakery,BakeHouse,97.16,20,77.73,4.2,191,37,Ahmedabad,108,203,14.1,FALSE,53,On-Time
Lizol Lite Household 215,Household,Lizol,652.31,10,587.08,4,158,34,Jaipur,136,381,37.6,FALSE,71,On-Time
Minute Maid Family Pack Beverages 977,Beverages,Minute Maid,49.34,25,37.01,4,308,29,Bengaluru,91,4,26.7,FALSE,20,On-Time
Lay's Classic Snacks 433,Snacks,Lay's,23.27,20,18.62,3.9,240,27,Delhi,107,180,32,FALSE,24,On-Time
Tropicana Family Pack Beverages 680,Beverages,Tropicana,243.9,5,231.7,3.5,35,16,Mumbai,104,368,14.6,FALSE,91,On-Time
Surf Excel Premium Household 294,Household,Surf Excel,953.32,0,953.32,4.5,147,32,Jaipur,88,334,13,FALSE,79,Delayed
Lizol Premium Household 679,Household,Lizol,252.45,0,252.45,3.6,239,35,Kolkata,105,240,32.2,TRUE,51,Delayed
Gowardhan Family Pack Dairy 94,Dairy,Gowardhan,201.89,20,161.51,4.5,355,31,Hyderabad,99,19,9.4,FALSE,18,Delayed
Himalaya Premium Personal 410,Personal Care,Himalaya,557.89,5,530,4.2,143,17,Chennai,93,30,20.9,FALSE,27,On-Time
Britannia Organic Bakery 256,Bakery,Britannia,25.58,0,25.58,4,79,12,Kolkata,94,61,6.4,FALSE,26,On-Time
P&G Daily Personal 329,Personal Care,P&G,399.99,0,399.99,4.2,103,19,Chennai,141,68,17.3,FALSE,25,On-Time
Surf Excel Lite Household 130,Household,Surf Excel,81.54,0,81.54,3.7,172,31,Jaipur,119,125,8.7,TRUE,27,On-Time
FreshFarm Family Pack Fruits 409,Fruits & Vegetables,FreshFarm,258.21,15,219.48,4.2,206,21,Delhi,147,32,33.5,FALSE,29,On-Time
Coca-Cola Original Beverages 919,Beverages,Coca-Cola,41.84,20,33.47,4.9,376,31,Ahmedabad,92,144,7.1,FALSE,49,On-Time
Dove Family Pack Personal 831,Personal Care,Dove,220.27,0,220.27,4,298,35,Jaipur,109,292,22.4,FALSE,79,On-Time
FreshFarm Organic Fruits 843,Fruits & Vegetables,FreshFarm,226.59,15,192.6,4.2,82,30,Ahmedabad,124,363,30.5,FALSE,83,Delayed
Britannia Daily Bakery 733,Bakery,Britannia,376.5,5,357.68,3.6,417,21,Mumbai,116,184,35.6,FALSE,60,On-Time
ITC Fresh Snacks 859,Snacks,ITC,271.2,5,257.64,4.5,454,15,Delhi,107,406,9.6,FALSE,100,On-Time
BakeHouse Lite Bakery 837,Bakery,BakeHouse,363.6,25,272.7,3.9,370,28,Jaipur,79,0,35.5,TRUE,8,Delayed
Pepsi Lite Beverages 564,Beverages,Pepsi,164.18,10,147.76,4.8,499,14,Delhi,110,321,16.4,FALSE,69,On-Time
Surf Excel Organic Household 251,Household,Surf Excel,784.8,0,784.8,4.2,182,37,Lucknow,72,114,34,TRUE,37,Delayed
P&G Premium Personal 133,Personal Care,P&G,361.78,0,361.78,5,24,38,Jaipur,111,327,21.6,FALSE,97,Delayed
Lizol Fresh Household 874,Household,Lizol,851.96,20,681.57,4.7,192,25,Hyderabad,96,207,37.8,TRUE,51,On-Time
Minute Maid Daily Beverages 801,Beverages,Minute Maid,28.18,0,28.18,4.6,488,25,Chennai,88,54,35.4,TRUE,31,On-Time
Tata Organic Grocery 443,Grocery,Tata,238.28,10,214.45,5,473,32,Jaipur,100,58,20.5,FALSE,25,On-Time
Modern Family Pack Bakery 73,Bakery,Modern,436.71,0,436.71,4.6,240,26,Hyderabad,114,78,25,FALSE,34,On-Time
Modern Premium Bakery 917,Bakery,Modern,34.59,25,25.94,4.8,45,31,Hyderabad,140,84,28,FALSE,37,On-Time
Dove Classic Personal 445,Personal Care,Dove,799.55,0,799.55,4.2,282,31,Ahmedabad,105,66,19.1,TRUE,28,On-Time
Himalaya Fresh Personal 666,Personal Care,Himalaya,281.82,15,239.55,4.5,249,28,Hyderabad,80,218,5.2,FALSE,48,On-Time
Minute Maid Daily Beverages 216,Beverages,Minute Maid,123.74,5,117.55,5,257,27,Jaipur,132,6,7.6,FALSE,15,On-Time
Aavin Daily Dairy 739,Dairy,Aavin,166.72,15,141.71,3.9,111,37,Hyderabad,110,36,16.9,TRUE,16,Delayed
Parle Family Pack Snacks 224,Snacks,Parle,120.26,5,114.25,4.7,358,47,Jaipur,96,42,37.4,FALSE,29,On-Time
FreshFarm Lite Fruits 563,Fruits & Vegetables,FreshFarm,33.5,25,25.12,3.8,247,31,Jaipur,128,79,23.9,TRUE,17,Delayed
BakeHouse Lite Bakery 371,Bakery,BakeHouse,169.43,10,152.49,3.7,84,35,Ahmedabad,89,54,23.4,FALSE,23,On-Time
Dettol Fresh Household 756,Household,Dettol,723.59,0,723.59,3.4,427,32,Ahmedabad,110,113,27.2,FALSE,27,Delayed
DailyGreens Original Fruits 347,Fruits & Vegetables,DailyGreens,381.05,10,342.94,4.2,29,22,Pune,77,372,36.5,FALSE,83,On-Time
Dettol Original Household 161,Household,Dettol,385.75,0,385.75,3.8,286,38,Jaipur,93,235,20.8,FALSE,47,Delayed
Fortune Premium Grocery 613,Grocery,Fortune,301.57,0,301.57,4.5,513,30,Bengaluru,107,86,24.1,FALSE,48,On-Time
Fortune Premium Grocery 985,Grocery,Fortune,131.33,5,124.76,4.2,821,43,Bengaluru,125,6,30.1,TRUE,0,On-Time
Aashirvaad Organic Grocery 515,Grocery,Aashirvaad,352.37,30,246.66,4.5,372,44,Lucknow,95,16,17.4,FALSE,11,On-Time
BakeHouse Organic Bakery 785,Bakery,BakeHouse,53.32,10,47.99,4.3,206,15,Delhi,105,14,28.4,FALSE,3,On-Time
Fortune Original Grocery 538,Grocery,Fortune,497.19,15,422.61,5,231,29,Kolkata,78,51,23.8,FALSE,36,On-Time
Himalaya Premium Personal 733,Personal Care,Himalaya,104.44,10,94,3.8,112,37,Ahmedabad,82,210,34.5,FALSE,57,On-Time
Tropicana Original Beverages 515,Beverages,Tropicana,189.52,10,170.57,4.3,412,31,Jaipur,116,17,17.6,FALSE,7,On-Time
Patanjali Daily Grocery 129,Grocery,Patanjali,62.07,25,46.55,3.3,526,36,Jaipur,82,75,22.4,FALSE,18,On-Time
Lay's Classic Snacks 970,Snacks,Lay's,297.73,20,238.18,4.2,316,29,Ahmedabad,121,285,15.7,FALSE,74,On-Time
Gowardhan Organic Dairy 886,Dairy,Gowardhan,56.99,5,54.14,4.5,52,21,Kolkata,93,569,31.8,FALSE,100,On-Time
Britannia Organic Bakery 468,Bakery,Britannia,103.92,10,93.53,3.7,80,26,Bengaluru,109,276,20.1,FALSE,62,On-Time
Minute Maid Classic Beverages 232,Beverages,Minute Maid,119.46,10,107.51,3.7,371,23,Hyderabad,80,21,7.1,FALSE,15,On-Time
FreshFarm Fresh Fruits 521,Fruits & Vegetables,FreshFarm,314.5,10,283.05,4.3,396,25,Bengaluru,85,38,8.5,TRUE,13,On-Time
Gowardhan Premium Dairy 300,Dairy,Gowardhan,185.35,0,185.35,4.3,525,25,Delhi,111,274,19.9,FALSE,90,Delayed
Dove Fresh Personal 359,Personal Care,Dove,130.65,20,104.52,3.5,70,33,Lucknow,104,331,5.4,TRUE,78,On-Time
Nivea Daily Personal 763,Personal Care,Nivea,350.44,10,315.4,3.9,163,26,Hyderabad,91,50,24.2,FALSE,18,On-Time
Gowardhan Lite Dairy 620,Dairy,Gowardhan,135.42,20,108.34,4.2,303,22,Bengaluru,90,145,18.8,FALSE,36,On-Time
Parle Organic Snacks 436,Snacks,Parle,143.24,15,121.75,3.9,451,39,Jaipur,80,47,27.3,FALSE,27,On-Time
Mother Dairy Fresh Dairy 809,Dairy,Mother Dairy,178.46,20,142.77,4.9,85,39,Ahmedabad,124,213,28.8,FALSE,78,On-Time
Dove Organic Personal 418,Personal Care,Dove,62.09,0,62.09,4,136,31,Ahmedabad,92,20,32.1,FALSE,0,On-Time
ITC Premium Snacks 317,Snacks,ITC,201.8,0,201.8,4.8,326,37,Jaipur,152,291,18.4,FALSE,89,On-Time
Dove Family Pack Personal 790,Personal Care,Dove,188.38,0,188.38,4.9,241,33,Ahmedabad,91,93,31.2,FALSE,55,Delayed
Amul Classic Dairy 887,Dairy,Amul,210.47,15,178.9,4,559,19,Delhi,98,60,26.5,FALSE,2,On-Time
BakeHouse Family Pack Bakery 66,Bakery,BakeHouse,472.68,0,472.68,4.1,164,33,Lucknow,110,245,34.6,FALSE,62,On-Time
Coca-Cola Classic Beverages 586,Beverages,Coca-Cola,322.84,5,306.7,4.1,234,36,Kolkata,125,44,24.1,FALSE,24,On-Time
ITC Organic Snacks 750,Snacks,ITC,295.55,25,221.66,4.4,570,26,Mumbai,126,274,24,TRUE,76,On-Time
Mother Dairy Classic Dairy 561,Dairy,Mother Dairy,163.97,10,147.57,4.5,539,13,Hyderabad,142,106,21.2,TRUE,40,On-Time
Modern Premium Bakery 996,Bakery,Modern,24.48,0,24.48,4.1,139,16,Pune,107,307,11.6,FALSE,86,On-Time
FreshFarm Organic Fruits 216,Fruits & Vegetables,FreshFarm,148.6,15,126.31,4.1,251,27,Kolkata,129,36,35.7,FALSE,9,On-Time
P&G Classic Personal 497,Personal Care,P&G,797.18,5,757.32,5,221,27,Mumbai,120,100,5.1,FALSE,32,On-Time
Britannia Lite Snacks 492,Snacks,Britannia,189.68,5,180.2,3.9,192,48,Jaipur,87,479,26.1,FALSE,100,Delayed
Tropicana Daily Beverages 419,Beverages,Tropicana,241.62,20,193.3,4.6,125,26,Mumbai,124,367,29.8,FALSE,82,On-Time
FreshFarm Premium Fruits 141,Fruits & Vegetables,FreshFarm,317.56,10,285.8,3.6,119,33,Lucknow,116,272,30.7,FALSE,46,On-Time
ITC Lite Snacks 223,Snacks,ITC,299.52,25,224.64,3.7,166,33,Pune,105,372,18.4,TRUE,78,Delayed
Dove Fresh Personal 788,Personal Care,Dove,470.34,10,423.31,4,190,23,Ahmedabad,89,120,23.1,TRUE,41,On-Time
Nivea Daily Personal 490,Personal Care,Nivea,260.02,25,195.01,4,320,23,Jaipur,109,171,21.9,FALSE,58,On-Time
BakeHouse Fresh Bakery 383,Bakery,BakeHouse,84.07,0,84.07,4.2,139,32,Pune,109,253,9.7,FALSE,51,Delayed
Lay's Organic Snacks 901,Snacks,Lay's,227.9,15,193.72,4.1,396,28,Mumbai,116,73,31.6,FALSE,16,On-Time
BakeHouse Lite Bakery 597,Bakery,BakeHouse,235.88,15,200.5,4.2,131,19,Hyderabad,71,2,36.5,FALSE,2,On-Time
Gowardhan Daily Dairy 865,Dairy,Gowardhan,44.58,15,37.89,4.2,447,33,Mumbai,66,332,39.3,FALSE,69,On-Time
Minute Maid Premium Beverages 544,Beverages,Minute Maid,100.94,15,85.8,4.3,119,13,Pune,134,37,13.8,TRUE,14,On-Time
Modern Family Pack Bakery 149,Bakery,Modern,428.3,10,385.47,3.7,259,30,Ahmedabad,90,256,7.9,TRUE,76,On-Time
ITC Original Snacks 388,Snacks,ITC,142.91,10,128.62,4.4,352,29,Hyderabad,92,28,22.9,FALSE,20,Delayed
BakeHouse Lite Bakery 448,Bakery,BakeHouse,407.07,10,366.36,3.9,14,22,Kolkata,92,6,35.7,TRUE,11,On-Time
Britannia Organic Bakery 736,Bakery,Britannia,442.2,20,353.76,4.1,439,25,Lucknow,108,190,36.8,FALSE,41,On-Time
Surf Excel Original Household 370,Household,Surf Excel,561.77,10,505.59,4.3,159,22,Kolkata,84,74,32.7,FALSE,29,On-Time
Tropicana Original Beverages 618,Beverages,Tropicana,208.49,10,187.64,4,289,37,Ahmedabad,89,347,16.1,FALSE,85,On-Time
Lay's Family Pack Snacks 468,Snacks,Lay's,258.58,25,193.94,4,385,27,Ahmedabad,138,44,26.5,FALSE,7,On-Time
Aavin Fresh Dairy 600,Dairy,Aavin,57.53,20,46.02,4.2,423,36,Bengaluru,114,84,10.8,FALSE,43,On-Time
P&G Family Pack Personal 609,Personal Care,P&G,709.08,5,673.63,4.8,150,39,Hyderabad,140,25,35,FALSE,28,Delayed
Britannia Fresh Bakery 264,Bakery,Britannia,413.15,10,371.83,3.7,235,39,Jaipur,111,47,34,FALSE,0,Delayed
Dove Original Personal 381,Personal Care,Dove,288.11,0,288.11,4.6,187,25,Pune,109,100,31.2,TRUE,15,On-Time
Pepsi Original Beverages 778,Beverages,Pepsi,233.13,10,209.82,4.7,231,24,Kolkata,93,379,7.4,FALSE,81,On-Time
Patanjali Organic Grocery 761,Grocery,Patanjali,103.94,20,83.15,4.5,523,23,Chennai,144,90,12.4,TRUE,34,On-Time
Patanjali Fresh Grocery 489,Grocery,Patanjali,35.93,5,34.13,4.5,595,28,Kolkata,104,18,36.8,FALSE,26,On-Time
Amul Family Pack Dairy 66,Dairy,Amul,180.85,10,162.76,4.1,129,22,Bengaluru,120,237,8.9,FALSE,57,Delayed
Surf Excel Daily Household 306,Household,Surf Excel,451.42,0,451.42,4.4,45,27,Chennai,148,229,33.2,TRUE,62,On-Time
Tata Fresh Grocery 538,Grocery,Tata,28.64,30,20.05,3.7,191,34,Bengaluru,88,250,23.9,FALSE,50,On-Time
Tropicana Classic Beverages 284,Beverages,Tropicana,47.34,0,47.34,4.2,242,28,Mumbai,134,357,6.7,FALSE,74,On-Time
Pepsi Classic Beverages 593,Beverages,Pepsi,317.47,20,253.98,4.7,475,35,Delhi,112,310,6.2,FALSE,72,On-Time
Britannia Classic Bakery 968,Bakery,Britannia,299.75,30,209.82,4.2,29,34,Bengaluru,127,57,34,FALSE,29,On-Time
