Product ID,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings,Customer ID,Customer Age,City,State,Order ID,Customer ID,Product ID,Date,Original Price,Discount%
P0063,Men,Topwear,Shirts,Allen Solly,44,Beige,4.00,C063,19,Kanpur,Uttar Pradesh,OD0063,C063,P0051,11/15/2022,2612.00,39.00%
P0064,Men,Topwear,Shirts,Allen Solly,36,Beige,4.00,C064,20,Aligarh,Uttar Pradesh,OD0064,C064,P0051,5/24/2021,2243.00,30.00%
P0065,Men,Topwear,Shirts,Allen Solly,36,Beige,4.00,C065,21,Aligarh,Uttar Pradesh,OD0065,C065,P0051,12/10/2022,333.00,30.00%
P0066,Men,Topwear,Shirts,Allen Solly,36,White,5.00,C066,22,Aligarh,Uttar Pradesh,OD0066,C066,P0052,2/8/2021,236.00,30.00%
P0067,Men,Topwear,Shirts,Allen Solly,38,White,5.00,C067,23,Aligarh,Uttar Pradesh,OD0067,C067,P0053,12/13/2022,456.00,25.00%
P0068,Men,Topwear,Shirts,Allen Solly,40,White,3.00,C068,18,Prayagraj,Uttar Pradesh,OD0068,C068,P0054,12/3/2021,963.00,25.00%
P0069,Men,Topwear,Shirts,Allen Solly,42,White,5.00,C069,18,Prayagraj,Uttar Pradesh,OD0069,C069,P0055,2/14/2021,234.00,30.00%
P0070,Men,Topwear,Shirts,Allen Solly,44,White,5.00,C070,18,Prayagraj,Uttar Pradesh,OD0070,C070,P0056,12/2/2022,456.00,30.00%
P0071,Men,Topwear,Shirts,Allen Solly,38,White,4.00,C071,18,Prayagraj,Uttar Pradesh,OD0071,C071,P0057,1/14/2021,564.00,30.00%
P0072,Men,Topwear,Shirts,Allen Solly,46,Teal,3.00,C072,18,Prayagraj,Uttar Pradesh,OD0072,C072,P0058,3/29/2022,634.00,40.00%
P0073,Men,Topwear,Shirts,Allen Solly,38,Teal,4.00,C073,18,Prayagraj,Uttar Pradesh,OD0073,C073,P0059,6/26/2022,236.00,40.00%
P0074,Men,Topwear,Shirts,Allen Solly,38,Teal,5.00,C074,23,Jalandhar,Punjab,OD0074,C074,P0060,8/16/2021,444.00,40.00%
P0075,Men,Topwear,Shirts,Allen Solly,38,Teal,3.00,C075,24,Jalandhar,Punjab,OD0075,C075,P0060,8/28/2022,456.00,40.00%
P0076,Men,Topwear,Shirts,Allen Solly,38,White,2.00,C076,25,Jalandhar,Punjab,OD0076,C076,P0060,3/17/2023,963.00,40.00%
P0077,Men,Topwear,Shirts,Allen Solly,38,Off white,5.00,C077,26,Jalandhar,Punjab,OD0077,C077,P0060,9/18/2022,456.00,40.00%
P0078,Men,Topwear,Shirts,Allen Solly,42,Off white,4.00,C078,27,Amritsar,Punjab,OD0078,C078,P0061,3/11/2021,1189.00,45.00%
P0079,Men,Topwear,Shirts,Allen Solly,42,Off white,3.00,C079,24,Amritsar,Punjab,OD0079,C079,P0062,1/28/2022,1298.00,45.00%
P0080,Men,Topwear,Shirts,Allen Solly,42,Off white,5.00,C080,24,Amritsar,Punjab,OD0080,C080,P0063,7/13/2021,1456.00,45.00%
P0081,Men,Topwear,Shirts,Allen Solly,42,Off white,4.00,C081,24,Amritsar,Punjab,OD0081,C081,P0064,1/27/2023,1478.00,47.00%
P0082,Men,Topwear,Shirts,Allen Solly,36,Off white,2.00,C082,24,Amritsar,Punjab,OD0082,C082,P0065,1/5/2022,256.00,47.00%
P0083,Men,Topwear,Shirts,Allen Solly,36,Off white,5.00,C083,24,Patiala,Punjab,OD0083,C083,P0066,8/26/2022,2698.00,46.00%
P0084,Men,Topwear,Shirts,Allen Solly,36,Off white,5.00,C084,24,Patiala,Punjab,OD0084,C084,P0067,7/28/2022,2364.00,46.00%
P0085,Men,Topwear,Shirts,Allen Solly,36,Green,4.00,C085,24,Patiala,Punjab,OD0085,C085,P0068,5/6/2021,1236.00,46.00%
P0086,Men,Topwear,Shirts,Allen Solly,40,Green,4.00,C086,24,Patiala,Punjab,OD0086,C086,P0069,4/5/2021,756.00,30.00%
P0087,Men,Topwear,Shirts,Allen Solly,40,Green,4.00,C087,24,Patiala,Punjab,OD0087,C087,P0070,4/6/2021,326.00,30.00%
P0088,Men,Topwear,Shirts,Allen Solly,40,Sea Green,3.00,C088,22,Patiala,Punjab,OD0088,C088,P0071,5/3/2022,453.00,30.00%
P0089,Men,Topwear,Shirts,Allen Solly,40,Sea Green,5.00,C089,23,Jaipur,Rajasthan,OD0089,C089,P0072,5/11/2022,326.00,30.00%
P0090,Men,Topwear,Shirts,Allen Solly,42,Sea Green,4.00,C090,24,Jaipur,Rajasthan,OD0090,C090,P0073,9/30/2022,456.00,30.00%
P0091,Men,Topwear,Shirts,Allen Solly,42,Peach,2.00,C091,25,Jaipur,Rajasthan,OD0091,C091,P0074,8/5/2022,675.00,35.00%
P0092,Men,Topwear,Shirts,Allen Solly,42,Peach,5.00,C092,26,Jaipur,Rajasthan,OD0092,C092,P0075,6/25/2021,654.00,35.00%
P0093,Men,Topwear,Shirts,Allen Solly,42,Peach,5.00,C093,27,Jaipur,Rajasthan,OD0093,C093,P0076,12/1/2022,654.00,35.00%
P0094,Men,Topwear,Shirts,Allen Solly,44,Peach,5.00,C094,34,Jaipur,Rajasthan,OD0094,C094,P0077,10/21/2022,654.00,35.00%
P0095,Men,Topwear,Shirts,Roadster,44,Peach,4.00,C095,35,Jodhpur,Rajasthan,OD0095,C095,P0077,3/29/2023,654.00,35.00%
P0096,Men,Topwear,Shirts,Roadster,44,Sea Green,4.00,C096,36,Jodhpur,Rajasthan,OD0096,C096,P0077,8/18/2021,356.00,35.00%
P0097,Men,Topwear,Shirts,Roadster,44,Sea Green,4.00,C097,37,Jodhpur,Rajasthan,OD0097,C097,P0077,2/5/2021,686.00,40.00%
P0098,Men,Topwear,Shirts,Roadster,46,Sea Green,5.00,C098,38,Udaipur,Rajasthan,OD0098,C098,P0077,10/2/2021,456.00,40.00%
P0099,Men,Topwear,Shirts,Roadster,46,Brown,5.00,C099,39,Udaipur,Rajasthan,OD0099,C099,P0078,1/13/2022,516.00,15.00%
P0100,Men,Topwear,Shirts,Roadster,46,Brown,3.00,C100,40,Udaipur,Rajasthan,OD0100,C100,P0079,9/11/2021,355.00,15.00%
P0101,Men,Topwear,Shirts,Roadster,46,Brown,5.00,,,,,OD0101,C001,P0080,8/21/2022,465.00,15.00%
P0102,Men,Topwear,Shirts,Roadster,46,Brown,5.00,,,,,OD0102,C002,P0081,1/4/2021,965.00,35.00%
P0103,Men,Topwear,Shirts,Roadster,44,Brown,4.00,,,,,OD0103,C003,P0082,4/13/2022,1158.00,35.00%
P0104,Men,Topwear,Shirts,Roadster,44,Black,3.00,,,,,OD0104,C004,P0083,4/29/2022,264.00,35.00%
P0105,Men,Topwear,Shirts,Roadster,44,Black,5.00,,,,,OD0105,C005,P0084,1/4/2022,433.00,35.00%
P0106,Men,Topwear,Shirts,Roadster,44,Black,4.00,,,,,OD0106,C006,P0085,3/20/2021,562.00,55.00%
P0107,Men,Topwear,Shirts,Roadster,44,Mustard,3.00,,,,,OD0107,C007,P0086,2/26/2022,423.00,55.00%
P0108,Men,Topwear,Shirts,Roadster,44,Mustard,5.00,,,,,OD0108,C008,P0087,2/24/2021,621.00,55.00%
P0109,Men,Topwear,Shirts,Roadster,44,Mustard,5.00,,,,,OD0109,C009,P0088,4/1/2022,333.00,55.00%
P0110,Men,Topwear,Shirts,Roadster,40,Mustard,4.00,,,,,OD0110,C010,P0089,4/27/2022,236.00,50.00%
P0111,Men,Topwear,Shirts,Roadster,40,Red,2.00,,,,,OD0111,C011,P0090,9/10/2021,456.00,50.00%
P0112,Men,Topwear,Shirts,Roadster,40,Red,3.00,,,,,OD0112,C012,P0091,3/19/2021,963.00,50.00%
P0113,Men,Topwear,Shirts,Roadster,40,Red,4.00,,,,,OD0113,C013,P0092,10/27/2021,234.00,50.00%
P0114,Men,Topwear,Shirts,Roadster,38,Red,5.00,,,,,OD0114,C014,P0093,2/1/2023,456.00,50.00%
P0115,Men,Topwear,Shirts,Roadster,38,Red,4.00,,,,,OD0115,C015,P0094,2/16/2022,564.00,30.00%
P0116,Men,Topwear,Shirts,Roadster,38,Pink,4.00,,,,,OD0116,C016,P0094,12/19/2021,634.00,32.00%
P0117,Men,Topwear,Shirts,Roadster,38,Pink,4.00,,,,,OD0117,C017,P0094,3/15/2022,236.00,25.00%
P0118,Men,Topwear,Shirts,Levis,38,Pink,3.00,,,,,OD0118,C018,P0095,7/12/2021,444.00,45.00%
P0119,Men,Topwear,Shirts,Levis,38,Red,2.00,,,,,OD0119,C019,P0096,11/2/2022,456.00,15.00%
P0120,Men,Topwear,Shirts,Levis,42,Orange,5.00,,,,,OD0120,C020,P0097,4/6/2021,963.00,33.00%
P0121,Men,Topwear,Shirts,Levis,42,Orange,4.00,,,,,OD0121,C021,P0098,3/25/2022,456.00,42.00%
P0122,Men,Topwear,Shirts,Levis,42,Pink,2.00,,,,,OD0122,C022,P0099,11/3/2022,1189.00,42.00%
P0123,Men,Topwear,Shirts,Levis,42,Pink,5.00,,,,,OD0123,C023,P0100,1/18/2023,1298.00,39.00%
P0124,Men,Topwear,Shirts,Levis,46,Pink,5.00,,,,,OD0124,C024,P0101,1/31/2021,1456.00,39.00%
P0125,Men,Topwear,Shirts,Levis,46,Orange,4.00,,,,,OD0125,C025,P0102,5/26/2021,1478.00,39.00%
P0126,Men,Topwear,Shirts,Levis,46,Teal,4.00,,,,,OD0126,C026,P0103,12/5/2021,256.00,39.00%
P0127,Men,Topwear,Shirts,Levis,44,Grey,4.00,,,,,OD0127,C027,P0104,9/25/2022,2698.00,30.00%
P0128,Men,Topwear,Shirts,Levis,44,Grey,3.00,,,,,OD0128,C028,P0105,4/4/2021,2364.00,30.00%
P0129,Men,Topwear,Shirts,Levis,44,Teal,5.00,,,,,OD0129,C029,P0106,4/8/2021,1236.00,30.00%
P0130,Men,Topwear,Shirts,Levis,36,Teal,4.00,,,,,OD0130,C030,P0107,3/19/2022,756.00,25.00%
P0131,Men,Topwear,Shirts,Levis,36,Blue,2.00,,,,,OD0131,C031,P0108,4/18/2022,326.00,25.00%
P0132,Men,Topwear,Shirts,Levis,36,Black,5.00,,,,,OD0132,C032,P0108,3/31/2023,453.00,30.00%
P0133,Men,Topwear,Shirts,Levis,36,Black,5.00,,,,,OD0133,C033,P0108,4/7/2021,326.00,30.00%
P0134,Men,Topwear,Shirts,Levis,38,Black,5.00,,,,,OD0134,C034,P0108,7/4/2022,456.00,30.00%
P0135,Men,Topwear,Shirts,Levis,38,Blue,4.00,,,,,OD0135,C035,P0108,2/10/2022,675.00,40.00%
P0136,Men,Topwear,Shirts,Levis,38,Blue,4.00,,,,,OD0136,C036,P0109,3/9/2022,654.00,40.00%
P0137,Men,Topwear,Shirts,Levis,38,Blue,4.00,,,,,OD0137,C037,P0110,2/13/2021,654.00,40.00%
P0138,Men,Topwear,Shirts,Van Heusen,40,Blue,5.00,,,,,OD0138,C038,P0111,1/14/2022,654.00,40.00%
P0139,Men,Topwear,Shirts,Van Heusen,40,Blue,5.00,,,,,OD0139,C039,P0112,1/15/2022,654.00,40.00%
P0140,Men,Topwear,Shirts,Van Heusen,40,Grey,3.00,,,,,OD0140,C040,P0113,12/22/2022,356.00,40.00%
P0141,Men,Topwear,Shirts,Van Heusen,42,Grey,5.00,,,,,OD0141,C041,P0113,9/27/2021,686.00,45.00%
P0142,Men,Topwear,Shirts,Van Heusen,42,Grey,5.00,,,,,OD0142,C042,P0113,1/18/2021,456.00,45.00%
P0143,Men,Topwear,Shirts,Van Heusen,42,Black,4.00,,,,,OD0143,C043,P0114,2/23/2023,516.00,45.00%
P0144,Men,Topwear,Shirts,Van Heusen,42,Black,3.00,,,,,OD0144,C044,P0115,2/16/2021,355.00,47.00%
P0145,Men,Topwear,Shirts,Van Heusen,42,Black,3.00,,,,,OD0145,C045,P0116,3/7/2022,465.00,47.00%
P0146,Men,Topwear,Shirts,Van Heusen,42,Black,5.00,,,,,OD0146,C046,P0117,2/28/2023,965.00,46.00%
P0147,Men,Topwear,Shirts,Van Heusen,44,Magenta,5.00,,,,,OD0147,C047,P0118,5/31/2022,1158.00,46.00%
P0148,Men,Topwear,Shirts,Van Heusen,44,Magenta,4.00,,,,,OD0148,C048,P0119,9/12/2022,264.00,46.00%
P0149,Men,Topwear,Shirts,Van Heusen,44,Magenta,2.00,,,,,OD0149,C049,P0120,10/22/2022,433.00,30.00%
P0150,Men,Topwear,Shirts,Wrogn,44,Coffee Brown,3.00,,,,,OD0150,C050,P0121,6/14/2021,562.00,30.00%
P0151,Men,Topwear,Shirts,Wrogn,44,Coffee Brown,4.00,,,,,OD0151,C051,P0122,4/5/2022,423.00,30.00%
P0152,Men,Topwear,Shirts,Wrogn,46,Coffee Brown,5.00,,,,,OD0152,C052,P0123,12/26/2021,621.00,30.00%
P0153,Men,Topwear,Shirts,Wrogn,46,Skin,4.00,,,,,OD0153,C053,P0124,6/30/2021,333.00,30.00%
P0154,Men,Topwear,Shirts,Wrogn,46,Skin,4.00,,,,,OD0154,C054,P0125,12/23/2021,236.00,35.00%
P0155,Men,Topwear,Shirts,Wrogn,46,Skin,4.00,,,,,OD0155,C055,P0126,8/26/2021,456.00,35.00%
P0156,Men,Topwear,Shirts,Wrogn,38,Cream,3.00,,,,,OD0156,C056,P0127,6/19/2022,963.00,35.00%
P0157,Men,Topwear,Shirts,Wrogn,40,Cream,2.00,,,,,OD0157,C057,P0128,7/11/2022,234.00,35.00%
P0158,Men,Topwear,Shirts,Wrogn,42,Cream,5.00,,,,,OD0158,C058,P0129,8/20/2021,456.00,35.00%
P0159,Men,Topwear,Shirts,Wrogn,44,Cream,4.00,,,,,OD0159,C059,P0130,1/9/2022,564.00,35.00%
P0160,Men,Topwear,Shirts,Wrogn,38,Turquoise Blue,2.00,,,,,OD0160,C060,P0131,1/3/2022,634.00,40.00%
P0161,Men,Topwear,Shirts,Wrogn,46,Turquoise Blue,5.00,,,,,OD0161,C061,P0132,3/1/2023,236.00,40.00%
P0162,Men,Topwear,Shirts,Wrogn,38,Turquoise Blue,5.00,,,,,OD0162,C062,P0133,1/14/2021,444.00,15.00%
P0163,Men,Topwear,Shirts,Wrogn,38,Turquoise Blue,4.00,,,,,OD0163,C063,P0134,7/14/2022,456.00,15.00%
P0164,Men,Topwear,Shirts,Wrogn,38,Red,4.00,,,,,OD0164,C064,P0135,10/12/2021,963.00,15.00%
P0165,Men,Topwear,Shirts,Wrogn,38,Red,4.00,,,,,OD0165,C065,P0136,10/24/2022,456.00,35.00%
P0166,Men,Topwear,Shirts,Wrogn,38,Red,3.00,,,,,OD0166,C066,P0137,9/28/2021,1189.00,35.00%
P0167,Men,Topwear,Shirts,Wrogn,42,Orange,5.00,,,,,OD0167,C067,P0138,7/25/2022,1298.00,35.00%
P0168,Men,Topwear,Shirts,Wrogn,42,Orange,4.00,,,,,OD0168,C068,P0138,4/8/2022,1456.00,35.00%
P0169,Men,Topwear,Shirts,Wrogn,42,Orange,2.00,,,,,OD0169,C069,P0138,2/19/2021,1478.00,55.00%
P0170,Men,Topwear,Shirts,Wrogn,42,Orange,5.00,,,,,OD0170,C070,P0139,1/14/2021,256.00,55.00%
P0171,Men,Topwear,Shirts,Wrogn,36,Khaki,5.00,,,,,OD0171,C071,P0140,2/19/2023,2698.00,55.00%
P0172,Men,Topwear,Shirts,Wrogn,36,Khaki,5.00,,,,,OD0172,C072,P0141,1/2/2023,2364.00,55.00%
P0173,Men,Topwear,Shirts,Wrogn,36,Khaki,4.00,,,,,OD0173,C073,P0142,5/4/2021,1236.00,50.00%
P0174,Men,Topwear,Sweatshirts,Roadster,36,Khaki,4.00,,,,,OD0174,C074,P0143,1/24/2021,756.00,50.00%
P0175,Men,Topwear,Sweatshirts,Roadster,40,Orange,4.00,,,,,OD0175,C075,P0144,6/30/2022,326.00,50.00%
P0176,Men,Topwear,Sweatshirts,Roadster,40,Orange,5.00,,,,,OD0176,C076,P0145,12/13/2022,453.00,50.00%
P0177,Men,Topwear,Sweatshirts,Roadster,40,Orange,5.00,,,,,OD0177,C077,P0146,10/15/2022,326.00,50.00%
P0178,Men,Topwear,Sweatshirts,Roadster,40,Blue,3.00,,,,,OD0178,C078,P0147,6/30/2021,456.00,30.00%
P0179,Men,Topwear,Sweatshirts,Roadster,42,Blue,5.00,,,,,OD0179,C079,P0148,5/9/2021,456.00,32.00%
P0180,Men,Topwear,Sweatshirts,Roadster,42,Blue,5.00,,,,,OD0180,C080,P0149,3/10/2021,456.00,25.00%
P0181,Men,Topwear,Sweatshirts,Roadster,42,Black,4.00,,,,,OD0181,C081,P0150,11/19/2022,456.00,45.00%
P0182,Men,Topwear,Sweatshirts,Roadster,42,Black,3.00,,,,,OD0182,C082,P0151,8/23/2021,236.00,15.00%
P0183,Men,Topwear,Sweatshirts,Roadster,44,Black,3.00,,,,,OD0183,C083,P0152,4/18/2022,996.00,33.00%
P0184,Men,Topwear,Sweatshirts,Roadster,44,Black,3.00,,,,,OD0184,C084,P0153,3/19/2023,654.00,42.00%
P0185,Men,Topwear,Sweatshirts,Roadster,44,Grey,3.00,,,,,OD0185,C085,P0154,1/28/2021,456.00,42.00%
P0186,Men,Topwear,Sweatshirts,Roadster,44,Grey,3.00,,,,,OD0186,C086,P0155,10/10/2022,785.00,39.00%
